Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
521363,22162,HEART GARLAND RUSTIC PADDED,24,2.95,15255.0,United Kingdom,2026-02-05
521363,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,0.95,15255.0,United Kingdom,2026-02-05
521363,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,0.85,15255.0,United Kingdom,2026-02-05
521363,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,0.85,15255.0,United Kingdom,2026-02-05
521363,22575,METAL MERRY CHRISTMAS WREATH,16,1.95,15255.0,United Kingdom,2026-02-05
521363,22158,3 HEARTS HANGING DECORATION RUSTIC,24,2.95,15255.0,United Kingdom,2026-02-05
521363,22600,CHRISTMAS RETROSPOT STAR WOOD,48,0.85,15255.0,United Kingdom,2026-02-05
521363,22602,CHRISTMAS RETROSPOT HEART WOOD,48,0.85,15255.0,United Kingdom,2026-02-05
521363,22595,CHRISTMAS GINGHAM HEART,48,0.85,15255.0,United Kingdom,2026-02-05
521363,22574,HEART WOODEN CHRISTMAS DECORATION,48,0.85,15255.0,United Kingdom,2026-02-05
521363,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,48,0.85,15255.0,United Kingdom,2026-02-05
521363,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,0.85,15255.0,United Kingdom,2026-02-05
521363,22335,HEART DECORATION PAINTED ZINC ,24,0.65,15255.0,United Kingdom,2026-02-05
521363,21802,CHRISTMAS TREE HEART DECORATION,36,0.42,15255.0,United Kingdom,2026-02-05
521363,22119,PEACE WOODEN BLOCK LETTERS,3,6.95,15255.0,United Kingdom,2026-02-05
521363,22156,HEART DECORATION WITH PEARLS ,12,0.85,15255.0,United Kingdom,2026-02-05
521363,22470,HEART OF WICKER LARGE,6,2.95,15255.0,United Kingdom,2026-02-05
521363,35400,WOODEN BOX ADVENT CALENDAR ,4,8.95,15255.0,United Kingdom,2026-02-05
521363,22580,ADVENT CALENDAR GINGHAM SACK,3,5.95,15255.0,United Kingdom,2026-02-05
521363,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,24,0.65,15255.0,United Kingdom,2026-02-05
521363,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,1.25,15255.0,United Kingdom,2026-02-05
521363,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,0.85,15255.0,United Kingdom,2026-02-05
521363,35970,ZINC FOLKART SLEIGH BELLS,12,1.69,15255.0,United Kingdom,2026-02-05
