Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
517386,22030,SWALLOWS GREETING CARD,12,0.42,16186.0,United Kingdom,2026-01-05
517386,22355,CHARLOTTE BAG SUKI DESIGN,10,0.85,16186.0,United Kingdom,2026-01-05
517386,20726,LUNCH BAG WOODLAND,10,1.65,16186.0,United Kingdom,2026-01-05
517386,20727,LUNCH BAG  BLACK SKULL.,10,1.65,16186.0,United Kingdom,2026-01-05
517386,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,10,0.85,16186.0,United Kingdom,2026-01-05
517386,21506,"FANCY FONT BIRTHDAY CARD, ",12,0.42,16186.0,United Kingdom,2026-01-05
517386,21069,VINTAGE BILLBOARD TEA MUG,24,1.25,16186.0,United Kingdom,2026-01-05
517386,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,12,1.65,16186.0,United Kingdom,2026-01-05
517386,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2.95,16186.0,United Kingdom,2026-01-05
517386,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,2.95,16186.0,United Kingdom,2026-01-05
517386,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2.95,16186.0,United Kingdom,2026-01-05
517386,22382,LUNCH BAG SPACEBOY DESIGN ,10,1.65,16186.0,United Kingdom,2026-01-05
517386,20975,12 PENCILS SMALL TUBE RED SPOTTY,24,0.65,16186.0,United Kingdom,2026-01-05
517386,22383,LUNCH BAG SUKI  DESIGN ,20,1.65,16186.0,United Kingdom,2026-01-05
517386,20974,12 PENCILS SMALL TUBE SKULL,24,0.65,16186.0,United Kingdom,2026-01-05
517386,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,16186.0,United Kingdom,2026-01-05
517386,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,1.25,16186.0,United Kingdom,2026-01-05
517386,21071,VINTAGE BILLBOARD DRINK ME MUG,24,1.25,16186.0,United Kingdom,2026-01-05
517386,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,1.25,16186.0,United Kingdom,2026-01-05
517386,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,1.25,16186.0,United Kingdom,2026-01-05
517386,21231,SWEETHEART CERAMIC TRINKET BOX,12,1.25,16186.0,United Kingdom,2026-01-05
517386,20711,JUMBO BAG TOYS ,10,1.95,16186.0,United Kingdom,2026-01-05
517386,22628,PICNIC BOXES SET OF 3 RETROSPOT ,8,4.95,16186.0,United Kingdom,2026-01-05
517386,85042,ANTIQUE LILY FAIRY LIGHTS,4,4.95,16186.0,United Kingdom,2026-01-05
517386,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,16186.0,United Kingdom,2026-01-05
517386,16012,FOOD/DRINK SPUNGE STICKERS,24,0.21,16186.0,United Kingdom,2026-01-05
517386,16011,ANIMAL STICKERS,24,0.21,16186.0,United Kingdom,2026-01-05
517386,21213,PACK OF 72 SKULL CAKE CASES,24,0.55,16186.0,United Kingdom,2026-01-05
517386,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,16186.0,United Kingdom,2026-01-05
517391,22423,REGENCY CAKESTAND 3 TIER,228,10.95,17949.0,United Kingdom,2026-01-05
517392,85061W,WHITE JEWELLED HEART DECORATION,24,0.85,16510.0,United Kingdom,2026-01-05
517392,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,0.65,16510.0,United Kingdom,2026-01-05
517392,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,16510.0,United Kingdom,2026-01-05
517392,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,0.85,16510.0,United Kingdom,2026-01-05
517392,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,1.25,16510.0,United Kingdom,2026-01-05
517392,84971S,SMALL HEART FLOWERS HOOK ,24,0.85,16510.0,United Kingdom,2026-01-05
517392,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,1.25,16510.0,United Kingdom,2026-01-05
517392,22180,RETRO SPOT LAMP,2,9.95,16510.0,United Kingdom,2026-01-05
517392,84949,SILVER HANGING T-LIGHT HOLDER,12,1.65,16510.0,United Kingdom,2026-01-05
517393,22655,VINTAGE RED KITCHEN CABINET,2,295.0,13340.0,United Kingdom,2026-01-05
517393,21491,SET OF THREE VINTAGE GIFT WRAPS,96,1.65,13340.0,United Kingdom,2026-01-05
517393,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,2.55,13340.0,United Kingdom,2026-01-05
517393,22692,DOORMAT WELCOME TO OUR HOME,30,6.35,13340.0,United Kingdom,2026-01-05
517393,84029E,RED WOOLLY HOTTIE WHITE HEART.,48,2.95,13340.0,United Kingdom,2026-01-05
517393,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,3.45,13340.0,United Kingdom,2026-01-05
517393,22112,CHOCOLATE HOT WATER BOTTLE,48,4.25,13340.0,United Kingdom,2026-01-05
517393,22382,LUNCH BAG SPACEBOY DESIGN ,30,1.65,13340.0,United Kingdom,2026-01-05
517393,20725,LUNCH BAG RED SPOTTY,30,1.65,13340.0,United Kingdom,2026-01-05
517393,22384,LUNCH BAG PINK RETROSPOT,30,1.65,13340.0,United Kingdom,2026-01-05
517393,22138,BAKING SET 9 PIECE RETROSPOT ,24,4.25,13340.0,United Kingdom,2026-01-05
517393,22629,SPACEBOY LUNCH BOX ,64,1.65,13340.0,United Kingdom,2026-01-05
517393,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2.55,13340.0,United Kingdom,2026-01-05
517393,21039,RED SPOTTY SHOPPING BAG,24,2.55,13340.0,United Kingdom,2026-01-05
517393,22690,DOORMAT HOME SWEET HOME BLUE ,20,6.35,13340.0,United Kingdom,2026-01-05
517393,20685,DOORMAT RED SPOT,30,6.35,13340.0,United Kingdom,2026-01-05
517393,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2.55,13340.0,United Kingdom,2026-01-05
517393,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,48,4.95,13340.0,United Kingdom,2026-01-05
517393,22631,CIRCUS PARADE LUNCH BOX ,64,1.65,13340.0,United Kingdom,2026-01-05
517393,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,2.1,13340.0,United Kingdom,2026-01-05
517393,21733,RED HANGING HEART T-LIGHT HOLDER,64,2.55,13340.0,United Kingdom,2026-01-05
517393,85099B,JUMBO BAG RED RETROSPOT,40,1.95,13340.0,United Kingdom,2026-01-05
517393,22509,SEWING BOX RETROSPOT DESIGN ,4,14.95,13340.0,United Kingdom,2026-01-05
517393,22083,PAPER CHAIN KIT RETRO SPOT,40,2.55,13340.0,United Kingdom,2026-01-05
517394,21114,LAVENDER SCENTED FABRIC HEART,10,1.25,18264.0,United Kingdom,2026-01-05
