Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
501133,47559B,TEA TIME OVEN GLOVE,2,1.25,17920.0,United Kingdom,2025-09-14
501133,84378,SET OF 3 HEART COOKIE CUTTERS,24,1.25,17920.0,United Kingdom,2025-09-14
501133,22467,GUMBALL COAT RACK,2,2.55,17920.0,United Kingdom,2025-09-14
501133,21154,RED SPOTTY OVEN GLOVE ,10,1.25,17920.0,United Kingdom,2025-09-14
501133,22192,BLUE DINER WALL CLOCK,2,8.5,17920.0,United Kingdom,2025-09-14
501133,85174,S/4 CACTI CANDLES,3,4.95,17920.0,United Kingdom,2025-09-14
501133,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,8,2.95,17920.0,United Kingdom,2025-09-14
501133,47590A,BLUE HAPPY BIRTHDAY BUNTING,5,5.45,17920.0,United Kingdom,2025-09-14
501133,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,2.95,17920.0,United Kingdom,2025-09-14
501133,20990,SPRING FLOWER CHOPSTICKS SET/5,10,1.95,17920.0,United Kingdom,2025-09-14
501133,21361,LOVE LARGE WOOD LETTERS ,3,12.75,17920.0,United Kingdom,2025-09-14
501133,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,0.65,17920.0,United Kingdom,2025-09-14
501133,47566,PARTY BUNTING,7,4.65,17920.0,United Kingdom,2025-09-14
501133,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,1.95,17920.0,United Kingdom,2025-09-14
501133,22585,PACK OF 6 BIRDY GIFT TAGS,6,1.25,17920.0,United Kingdom,2025-09-14
501133,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2.55,17920.0,United Kingdom,2025-09-14
501133,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,12.75,17920.0,United Kingdom,2025-09-14
501133,22385,JUMBO BAG SPACEBOY DESIGN,10,1.95,17920.0,United Kingdom,2025-09-14
501133,15044A,PINK PAPER PARASOL ,2,2.95,17920.0,United Kingdom,2025-09-14
501133,15044C,PURPLE PAPER PARASOL,1,2.95,17920.0,United Kingdom,2025-09-14
501133,15044D,RED PAPER PARASOL,1,2.95,17920.0,United Kingdom,2025-09-14
501133,71053,WHITE METAL LANTERN,48,3.39,17920.0,United Kingdom,2025-09-14
501133,22382,LUNCH BAG SPACEBOY DESIGN ,10,1.65,17920.0,United Kingdom,2025-09-14
501133,21035,SET/2 RED SPOTTY TEA TOWELS ,15,2.95,17920.0,United Kingdom,2025-09-14
501133,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,3,4.25,17920.0,United Kingdom,2025-09-14
501133,84937,KASHMIR FOLKART TUMBLERS,12,2.1,17920.0,United Kingdom,2025-09-14
501133,21153,RED SPOTTY TABLECLOTH ,1,10.65,17920.0,United Kingdom,2025-09-14
501133,47570,ENGLISH ROSE TABLE CLOTH,3,10.65,17920.0,United Kingdom,2025-09-14
501133,21931,JUMBO STORAGE BAG SUKI,100,1.65,17920.0,United Kingdom,2025-09-14
501134,21080,SET/20 RED SPOTTY PAPER NAPKINS ,5,0.85,13571.0,United Kingdom,2025-09-14
501134,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,5,0.85,13571.0,United Kingdom,2025-09-14
501134,21907,I'M ON HOLIDAY METAL SIGN,2,2.1,13571.0,United Kingdom,2025-09-14
501134,21166,COOK WITH WINE METAL SIGN ,2,1.95,13571.0,United Kingdom,2025-09-14
501134,22412,METAL SIGN NEIGHBOURHOOD WITCH ,2,2.1,13571.0,United Kingdom,2025-09-14
501134,22412,METAL SIGN NEIGHBOURHOOD WITCH ,2,2.1,13571.0,United Kingdom,2025-09-14
501134,21181,PLEASE ONE PERSON METAL SIGN,2,2.1,13571.0,United Kingdom,2025-09-14
501134,82582,AREA PATROLLED METAL SIGN,2,2.1,13571.0,United Kingdom,2025-09-14
501134,82583,HOT BATHS METAL SIGN,2,2.1,13571.0,United Kingdom,2025-09-14
501134,22197,SMALL POPCORN HOLDER,10,0.85,13571.0,United Kingdom,2025-09-14
501134,21169,YOU'RE CONFUSING ME METAL SIGN ,3,1.69,13571.0,United Kingdom,2025-09-14
501134,21259,VICTORIAN SEWING BOX SMALL ,2,5.95,13571.0,United Kingdom,2025-09-14
501134,21165,BEWARE OF THE CAT METAL SIGN ,2,1.69,13571.0,United Kingdom,2025-09-14
501134,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4,0.85,13571.0,United Kingdom,2025-09-14
501134,22384,LUNCH BAG PINK RETROSPOT,1,1.65,13571.0,United Kingdom,2025-09-14
501134,20724,RED SPOTTY CHARLOTTE BAG,3,0.85,13571.0,United Kingdom,2025-09-14
501134,20723,STRAWBERRY CHARLOTTE BAG,3,0.85,13571.0,United Kingdom,2025-09-14
501134,21937,STRAWBERRY   PICNIC BAG,2,2.95,13571.0,United Kingdom,2025-09-14
501134,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,2.95,13571.0,United Kingdom,2025-09-14
501134,22084,PAPER CHAIN KIT EMPIRE,4,2.95,13571.0,United Kingdom,2025-09-14
501134,21041,RED SPOTTY OVEN GLOVE DOUBLE,1,2.95,13571.0,United Kingdom,2025-09-14
501134,21459,YELLOW EASTER EGG HUNT START POST,9,1.95,13571.0,United Kingdom,2025-09-14
501134,22507,MEMO BOARD RETROSPOT  DESIGN,5,4.95,13571.0,United Kingdom,2025-09-14
501134,78033,FLAG OF ST GEORGE CHAIR,4,5.95,13571.0,United Kingdom,2025-09-14
501134,84467,ENGLISH ROSE DESIGN QUILTED THROW,6,12.75,13571.0,United Kingdom,2025-09-14
501134,21936,RED/WHITE SPOT PICNIC BAG,3,2.95,13571.0,United Kingdom,2025-09-14
501135,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,4.95,16586.0,United Kingdom,2025-09-14
501135,22138,BAKING SET 9 PIECE RETROSPOT ,12,4.95,16586.0,United Kingdom,2025-09-14
501135,20914,SET/5 RED SPOTTY LID GLASS BOWLS,18,2.95,16586.0,United Kingdom,2025-09-14
501135,21717,EASTER TIN BUCKET,8,2.55,16586.0,United Kingdom,2025-09-14
501135,21737,SET 3 WICKER LOG BASKETS,8,16.95,16586.0,United Kingdom,2025-09-14
501135,85200,BUNNY EGG BOX,12,1.25,16586.0,United Kingdom,2025-09-14
501136,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,6,1.45,15994.0,United Kingdom,2025-09-14
501136,21171,BATHROOM METAL SIGN ,4,1.45,15994.0,United Kingdom,2025-09-14
501136,82552,WASHROOM METAL SIGN,4,1.25,15994.0,United Kingdom,2025-09-14
501136,46000S,POLYESTER FILLER PAD 40x40cm,4,1.45,15994.0,United Kingdom,2025-09-14
501136,21837,CROSS STITCH ALPHABET CUSHION COVER,2,5.95,15994.0,United Kingdom,2025-09-14
501136,21868,POTTING SHED TEA MUG,6,1.25,15994.0,United Kingdom,2025-09-14
501136,85049D,BRIGHT BLUES RIBBONS ,1,1.25,15994.0,United Kingdom,2025-09-14
501136,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",1,1.65,15994.0,United Kingdom,2025-09-14
501136,84918,CREAM CUSHION COVER WITH FLOWERS,2,6.95,15994.0,United Kingdom,2025-09-14
501136,21440,12 MINI TOADSTOOL PEGS,3,1.25,15994.0,United Kingdom,2025-09-14
501136,21448,12 DAISY PEGS IN WOOD BOX,3,1.65,15994.0,United Kingdom,2025-09-14
501136,85214,TUB 24 PINK FLOWER PEGS,1,1.65,15994.0,United Kingdom,2025-09-14
501136,21051,RIBBONS PURSE ,6,2.1,15994.0,United Kingdom,2025-09-14
