Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
C517559,22469,HEART OF WICKER SMALL,-1,1.65,17714.0,United Kingdom,2026-01-06
C517560,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,9.95,16278.0,United Kingdom,2026-01-06
517561,22138,BAKING SET 9 PIECE RETROSPOT ,3,4.95,13239.0,United Kingdom,2026-01-06
C517562,22060,LARGE CAKE STAND HANGING HEARTS,-1,9.95,15827.0,United Kingdom,2026-01-06
C517562,22215,CAKE STAND WHITE TWO TIER LACE,-2,8.5,15827.0,United Kingdom,2026-01-06
C517562,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,15827.0,United Kingdom,2026-01-06
C517563,20725,LUNCH BAG RED SPOTTY,-50,1.45,13881.0,United Kingdom,2026-01-06
C517564,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-2,2.55,12471.0,Germany,2026-01-06
C517565,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-2,1.49,13455.0,United Kingdom,2026-01-06
C517565,22059,CERAMIC STRWBERRY DESIGN MUG,-1,1.49,13455.0,United Kingdom,2026-01-06
C517565,21323,HANGING MEDINA LANTERN LARGE,-3,4.25,13455.0,United Kingdom,2026-01-06
C517565,21540,DAIRY MAID BUTTER DISH,-1,4.25,13455.0,United Kingdom,2026-01-06
C517565,21532,DAIRY MAID SUGAR JAM BOWL,-3,2.1,13455.0,United Kingdom,2026-01-06
517566,21755,LOVE BUILDING BLOCK WORD,20,5.45,17929.0,United Kingdom,2026-01-06
517567,20685,DOORMAT RED SPOT,10,6.35,16210.0,United Kingdom,2026-01-06
517567,21137,BLACK RECORD COVER FRAME,120,3.39,16210.0,United Kingdom,2026-01-06
517568,48138,DOORMAT UNION FLAG,20,6.35,12989.0,United Kingdom,2026-01-06
517568,72741,GRAND CHOCOLATECANDLE,288,1.25,12989.0,United Kingdom,2026-01-06
517569,84845C,CARNATION SQUARE HANDY TIN,3,1.25,14861.0,United Kingdom,2026-01-06
C517570,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,3.75,14861.0,United Kingdom,2026-01-06
C517570,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-3,0.85,14861.0,United Kingdom,2026-01-06
C517571,22469,HEART OF WICKER SMALL,-4,1.65,17714.0,United Kingdom,2026-01-06
C517572,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-4,1.49,15298.0,United Kingdom,2026-01-06
C517572,22059,CERAMIC STRWBERRY DESIGN MUG,-7,1.49,15298.0,United Kingdom,2026-01-06
517573,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,1.95,14211.0,United Kingdom,2026-01-06
517573,22381,TOY TIDY PINK RETROSPOT  ,10,2.1,14211.0,United Kingdom,2026-01-06
517573,21931,JUMBO STORAGE BAG SUKI,10,1.95,14211.0,United Kingdom,2026-01-06
517573,22377,BOTTLE BAG RETROSPOT ,5,2.1,14211.0,United Kingdom,2026-01-06
517573,22379,RECYCLING BAG RETROSPOT ,10,2.1,14211.0,United Kingdom,2026-01-06
517573,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,6,3.75,14211.0,United Kingdom,2026-01-06
517573,21241,GREEN SPOTTY CUP,8,0.85,14211.0,United Kingdom,2026-01-06
517573,21240,BLUE  SPOTTY CUP,8,0.85,14211.0,United Kingdom,2026-01-06
517573,21238,RED SPOTTY CUP,8,0.85,14211.0,United Kingdom,2026-01-06
517573,21035,SET/2 RED SPOTTY TEA TOWELS ,6,2.95,14211.0,United Kingdom,2026-01-06
517573,21239,PINK  SPOTTY CUP,8,0.85,14211.0,United Kingdom,2026-01-06
517573,20724,RED SPOTTY CHARLOTTE BAG,10,0.85,14211.0,United Kingdom,2026-01-06
517573,21154,RED SPOTTY OVEN GLOVE ,10,1.25,14211.0,United Kingdom,2026-01-06
517573,20725,LUNCH BAG RED SPOTTY,10,1.65,14211.0,United Kingdom,2026-01-06
517573,22423,REGENCY CAKESTAND 3 TIER,1,12.75,14211.0,United Kingdom,2026-01-06
517573,21843,RED RETROSPOT CAKE STAND,1,10.95,14211.0,United Kingdom,2026-01-06
517573,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,14211.0,United Kingdom,2026-01-06
517573,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,0.85,14211.0,United Kingdom,2026-01-06
517573,71459,HANGING JAM JAR T-LIGHT HOLDER,12,0.85,14211.0,United Kingdom,2026-01-06
517573,22667,RECIPE BOX RETRO SPOT DESIGN,6,2.95,14211.0,United Kingdom,2026-01-06
517573,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,1.65,14211.0,United Kingdom,2026-01-06
517573,85099F,JUMBO BAG STRAWBERRY,10,1.95,14211.0,United Kingdom,2026-01-06
C517574,22629,SPACEBOY LUNCH BOX ,-1,1.95,13093.0,United Kingdom,2026-01-06
517575,21390,FILIGRIS HEART WITH BUTTERFLY,24,1.25,14221.0,United Kingdom,2026-01-06
517575,85068,CREAM SWEETHEART SHELF + HOOKS,2,7.95,14221.0,United Kingdom,2026-01-06
517575,85066,CREAM SWEETHEART MINI CHEST,2,12.75,14221.0,United Kingdom,2026-01-06
517575,85064,CREAM SWEETHEART LETTER RACK,2,5.45,14221.0,United Kingdom,2026-01-06
