Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
C532645,35400,WOODEN BOX ADVENT CALENDAR ,-4,8.95,16444.0,United Kingdom,2026-04-06
532646,21098,CHRISTMAS TOILET ROLL,10,1.25,16444.0,United Kingdom,2026-04-06
532646,21888,BINGO SET,2,3.75,16444.0,United Kingdom,2026-04-06
532646,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,2,3.75,16444.0,United Kingdom,2026-04-06
532646,22862,LOVE HEART NAPKIN BOX ,6,4.25,16444.0,United Kingdom,2026-04-06
532646,22470,HEART OF WICKER LARGE,1,2.95,16444.0,United Kingdom,2026-04-06
532646,21107,CREAM SLICE FLANNEL PINK SPOT ,10,2.95,16444.0,United Kingdom,2026-04-06
532646,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,3.75,16444.0,United Kingdom,2026-04-06
532647,22398,MAGNETS PACK OF 4 SWALLOWS,12,1.25,17243.0,United Kingdom,2026-04-06
532647,20772,GARDEN PATH JOURNAL,3,2.55,17243.0,United Kingdom,2026-04-06
532647,20770,ABSTRACT CIRCLE JOURNAL ,2,2.55,17243.0,United Kingdom,2026-04-06
532647,20771,CHRYSANTHEMUM  JOURNAL,3,2.55,17243.0,United Kingdom,2026-04-06
532647,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,4.25,17243.0,United Kingdom,2026-04-06
532647,22158,3 HEARTS HANGING DECORATION RUSTIC,23,2.95,17243.0,United Kingdom,2026-04-06
532647,22595,CHRISTMAS GINGHAM HEART,12,0.85,17243.0,United Kingdom,2026-04-06
532647,22593,CHRISTMAS GINGHAM STAR,12,0.85,17243.0,United Kingdom,2026-04-06
532647,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2.95,17243.0,United Kingdom,2026-04-06
532647,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,6,1.65,17243.0,United Kingdom,2026-04-06
532647,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,6,1.25,17243.0,United Kingdom,2026-04-06
532647,22464,HANGING METAL HEART LANTERN,6,1.65,17243.0,United Kingdom,2026-04-06
532647,21351,CINAMMON & ORANGE WREATH,1,6.75,17243.0,United Kingdom,2026-04-06
532647,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,2,16.95,17243.0,United Kingdom,2026-04-06
532647,35471A,SET OF 3 BIRD L.BLUE FEATHER,4,1.25,17243.0,United Kingdom,2026-04-06
532647,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,6,1.25,17243.0,United Kingdom,2026-04-06
532647,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,3.95,17243.0,United Kingdom,2026-04-06
532647,22111,SCOTTIE DOG HOT WATER BOTTLE,1,4.95,17243.0,United Kingdom,2026-04-06
532647,22112,CHOCOLATE HOT WATER BOTTLE,1,4.95,17243.0,United Kingdom,2026-04-06
532647,22835,HOT WATER BOTTLE I AM SO POORLY,1,4.65,17243.0,United Kingdom,2026-04-06
532647,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,3.75,17243.0,United Kingdom,2026-04-06
532647,21485,RETROSPOT HEART HOT WATER BOTTLE,1,4.95,17243.0,United Kingdom,2026-04-06
532647,21349,IVY HEART WREATH,1,6.75,17243.0,United Kingdom,2026-04-06
532647,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,17243.0,United Kingdom,2026-04-06
532647,20767,BLUE PAISLEY JOURNAL ,2,2.55,17243.0,United Kingdom,2026-04-06
532647,20768,GREEN FERN JOURNAL ,2,2.55,17243.0,United Kingdom,2026-04-06
532648,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,2400,0.11,14609.0,United Kingdom,2026-04-06
532649,35400,WOODEN BOX ADVENT CALENDAR ,2,8.95,16444.0,United Kingdom,2026-04-06
532650,84789,ENCHANTED BIRD PLANT CAGE,4,3.75,13854.0,United Kingdom,2026-04-06
532650,21363,HOME SMALL WOOD LETTERS,9,4.95,13854.0,United Kingdom,2026-04-06
532650,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13854.0,United Kingdom,2026-04-06
532650,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,24,9.95,13854.0,United Kingdom,2026-04-06
532652,22866,HAND WARMER SCOTTY DOG DESIGN,12,2.1,18063.0,United Kingdom,2026-04-06
532651,22750,FELTCRAFT PRINCESS LOLA DOLL,48,3.39,15569.0,United Kingdom,2026-04-06
532651,21564,PINK  HEART SHAPE LOVE BUCKET ,2,2.95,15569.0,United Kingdom,2026-04-06
532651,22752,SET 7 BABUSHKA NESTING BOXES,1,8.5,15569.0,United Kingdom,2026-04-06
532652,22111,SCOTTIE DOG HOT WATER BOTTLE,12,4.95,18063.0,United Kingdom,2026-04-06
532651,85084,HOLLY TOP CHRISTMAS STOCKING,3,0.85,15569.0,United Kingdom,2026-04-06
532651,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,1.95,15569.0,United Kingdom,2026-04-06
532651,22801,ANTIQUE GLASS PEDESTAL BOWL,1,3.75,15569.0,United Kingdom,2026-04-06
532651,22735,RIBBON REEL SOCKS AND MITTENS,2,1.65,15569.0,United Kingdom,2026-04-06
532653,21623,VINTAGE UNION JACK MEMOBOARD,2,9.95,14024.0,United Kingdom,2026-04-06
532653,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,4.95,14024.0,United Kingdom,2026-04-06
532653,71279,PINK GLASS CANDLEHOLDER,6,2.95,14024.0,United Kingdom,2026-04-06
532653,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,6.45,14024.0,United Kingdom,2026-04-06
532653,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2.95,14024.0,United Kingdom,2026-04-06
532653,22083,PAPER CHAIN KIT RETROSPOT,6,2.95,14024.0,United Kingdom,2026-04-06
532653,22669,RED BABY BUNTING ,5,2.95,14024.0,United Kingdom,2026-04-06
532653,22507,MEMO BOARD RETROSPOT  DESIGN,4,4.95,14024.0,United Kingdom,2026-04-06
532653,21154,RED RETROSPOT OVEN GLOVE ,10,1.25,14024.0,United Kingdom,2026-04-06
532653,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,14024.0,United Kingdom,2026-04-06
532653,22348,TEA BAG PLATE RED RETROSPOT,12,0.85,14024.0,United Kingdom,2026-04-06
532653,22624,IVORY KITCHEN SCALES,2,8.5,14024.0,United Kingdom,2026-04-06
532653,21115,ROSE CARAVAN DOORSTOP,2,6.75,14024.0,United Kingdom,2026-04-06
532653,22692,DOORMAT WELCOME TO OUR HOME,2,7.95,14024.0,United Kingdom,2026-04-06
532653,48188,DOORMAT WELCOME PUPPIES,2,7.95,14024.0,United Kingdom,2026-04-06
532653,22840,ROUND CAKE TIN VINTAGE RED,2,7.95,14024.0,United Kingdom,2026-04-06
532653,35400,WOODEN BOX ADVENT CALENDAR ,2,8.95,14024.0,United Kingdom,2026-04-06
532653,22423,REGENCY CAKESTAND 3 TIER,2,12.75,14024.0,United Kingdom,2026-04-06
532654,21351,CINAMMON & ORANGE WREATH,1,6.75,17300.0,United Kingdom,2026-04-06
532654,22537,MAGIC DRAWING SLATE DINOSAUR,6,0.42,17300.0,United Kingdom,2026-04-06
532654,22489,PACK OF 12 TRADITIONAL CRAYONS,1,0.42,17300.0,United Kingdom,2026-04-06
532654,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,3.75,17300.0,United Kingdom,2026-04-06
532654,22904,CALENDAR PAPER CUT DESIGN,4,2.95,17300.0,United Kingdom,2026-04-06
532654,85049E,SCANDINAVIAN REDS RIBBONS,1,1.25,17300.0,United Kingdom,2026-04-06
532654,21056,DOCTOR'S BAG SOFT TOY,1,8.95,17300.0,United Kingdom,2026-04-06
