Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
518151,21137,BLACK RECORD COVER FRAME,24,3.39,15587.0,United Kingdom,2026-01-11
518151,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2.1,15587.0,United Kingdom,2026-01-11
518152,84507B,STRIPES DESIGN MONKEY DOLL,96,0.85,13084.0,United Kingdom,2026-01-11
518152,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,48,0.85,13084.0,United Kingdom,2026-01-11
518153,20725,LUNCH BAG RED SPOTTY,200,1.45,17353.0,United Kingdom,2026-01-11
518153,22383,LUNCH BAG SUKI  DESIGN ,200,1.45,17353.0,United Kingdom,2026-01-11
518153,20728,LUNCH BAG CARS BLUE,200,1.45,17353.0,United Kingdom,2026-01-11
518153,22382,LUNCH BAG SPACEBOY DESIGN ,200,1.45,17353.0,United Kingdom,2026-01-11
518154,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,4.95,14256.0,United Kingdom,2026-01-11
518154,21667,GLASS CAKE COVER AND PLATE,1,16.95,14256.0,United Kingdom,2026-01-11
518154,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,7.95,14256.0,United Kingdom,2026-01-11
518154,21533,RETRO SPOT LARGE MILK JUG,3,4.95,14256.0,United Kingdom,2026-01-11
518154,21121,SET/10 RED SPOTTY PARTY CANDLES,24,1.25,14256.0,United Kingdom,2026-01-11
518154,20676,RED SPOTTY BOWL,8,1.25,14256.0,United Kingdom,2026-01-11
518154,22457,NATURAL SLATE HEART CHALKBOARD ,6,2.95,14256.0,United Kingdom,2026-01-11
518154,22639,SET OF 4 NAPKIN CHARMS HEARTS,12,2.55,14256.0,United Kingdom,2026-01-11
518154,21469,POLKA DOT RAFFIA FOOD COVER,6,3.75,14256.0,United Kingdom,2026-01-11
518154,22379,RECYCLING BAG RETROSPOT ,5,2.1,14256.0,United Kingdom,2026-01-11
518154,22377,BOTTLE BAG RETROSPOT ,5,2.1,14256.0,United Kingdom,2026-01-11
518154,48138,DOORMAT UNION FLAG,2,7.49,14256.0,United Kingdom,2026-01-11
518154,21122,SET/10 PINK SPOTTY PARTY CANDLES,24,1.25,14256.0,United Kingdom,2026-01-11
518154,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,1.25,14256.0,United Kingdom,2026-01-11
518154,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,0.55,14256.0,United Kingdom,2026-01-11
518154,84990,60 GOLD AND SILVER FAIRY CAKE CASES,24,0.55,14256.0,United Kingdom,2026-01-11
518154,20675,BLUE SPOTTY BOWL,8,1.25,14256.0,United Kingdom,2026-01-11
518154,21975,PACK OF 60 DINOSAUR CAKE CASES,24,0.55,14256.0,United Kingdom,2026-01-11
518154,21976,PACK OF 60 MUSHROOM CAKE CASES,24,0.55,14256.0,United Kingdom,2026-01-11
518154,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,14256.0,United Kingdom,2026-01-11
518154,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,9.95,14256.0,United Kingdom,2026-01-11
518154,84880,WHITE WIRE EGG HOLDER,3,5.95,14256.0,United Kingdom,2026-01-11
518154,22627,MINT KITCHEN SCALES,2,8.5,14256.0,United Kingdom,2026-01-11
518154,85065,CREAM SWEETHEART TRAYS,6,12.75,14256.0,United Kingdom,2026-01-11
