Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
535078,22197,SMALL POPCORN HOLDER,200,0.72,16401.0,United Kingdom,2026-04-16
535078,22198,LARGE POPCORN HOLDER ,100,1.45,16401.0,United Kingdom,2026-04-16
535078,20728,LUNCH BAG CARS BLUE,10,1.65,16401.0,United Kingdom,2026-04-16
535078,22323,PINK POLKADOT KIDS BAG,15,1.95,16401.0,United Kingdom,2026-04-16
535079,22469,HEART OF WICKER SMALL,40,1.45,15661.0,United Kingdom,2026-04-16
535079,82578,KITCHEN METAL SIGN,24,0.55,15661.0,United Kingdom,2026-04-16
535079,82580,BATHROOM METAL SIGN,12,0.55,15661.0,United Kingdom,2026-04-16
535080,21523,DOORMAT FANCY FONT HOME SWEET HOME,6,7.95,13767.0,United Kingdom,2026-04-16
535080,21481,FAWN BLUE HOT WATER BOTTLE,12,2.95,13767.0,United Kingdom,2026-04-16
535080,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,0.29,13767.0,United Kingdom,2026-04-16
535080,21986,PACK OF 12 PINK POLKADOT TISSUES,24,0.29,13767.0,United Kingdom,2026-04-16
535080,22866,HAND WARMER SCOTTY DOG DESIGN,96,1.85,13767.0,United Kingdom,2026-04-16
535080,22867,HAND WARMER BIRD DESIGN,96,1.85,13767.0,United Kingdom,2026-04-16
535080,22111,SCOTTIE DOG HOT WATER BOTTLE,6,4.95,13767.0,United Kingdom,2026-04-16
535080,22726,ALARM CLOCK BAKELIKE GREEN,8,3.75,13767.0,United Kingdom,2026-04-16
535080,22729,ALARM CLOCK BAKELIKE ORANGE,8,3.75,13767.0,United Kingdom,2026-04-16
535080,22727,ALARM CLOCK BAKELIKE RED ,8,3.75,13767.0,United Kingdom,2026-04-16
535080,22730,ALARM CLOCK BAKELIKE IVORY,8,3.75,13767.0,United Kingdom,2026-04-16
535080,84879,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,13767.0,United Kingdom,2026-04-16
535080,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,9.95,13767.0,United Kingdom,2026-04-16
535081,21258,VICTORIAN SEWING BOX LARGE,10,10.95,16233.0,United Kingdom,2026-04-16
535081,21257,VICTORIAN SEWING BOX MEDIUM,2,7.95,16233.0,United Kingdom,2026-04-16
535081,22586,FELTCRAFT HAIRBAND PINK AND BLUE,24,0.85,16233.0,United Kingdom,2026-04-16
535081,22150,3 STRIPEY MICE FELTCRAFT,40,1.65,16233.0,United Kingdom,2026-04-16
535082,22754,SMALL RED BABUSHKA NOTEBOOK ,12,0.85,16988.0,United Kingdom,2026-04-16
535082,22605,WOODEN CROQUET GARDEN SET,1,14.95,16988.0,United Kingdom,2026-04-16
535082,22607,WOODEN ROUNDERS GARDEN SET ,2,9.95,16988.0,United Kingdom,2026-04-16
535082,20727,LUNCH BAG  BLACK SKULL.,10,1.65,16988.0,United Kingdom,2026-04-16
535082,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,1.25,16988.0,United Kingdom,2026-04-16
535082,21735,TWO DOOR CURIO CABINET,2,12.75,16988.0,United Kingdom,2026-04-16
535082,22633,HAND WARMER UNION JACK,12,2.1,16988.0,United Kingdom,2026-04-16
535082,84978,HANGING HEART JAR T-LIGHT HOLDER,12,1.25,16988.0,United Kingdom,2026-04-16
535082,85099B,JUMBO BAG RED RETROSPOT,10,1.95,16988.0,United Kingdom,2026-04-16
535082,20725,LUNCH BAG RED RETROSPOT,10,1.65,16988.0,United Kingdom,2026-04-16
535082,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,6,2.1,16988.0,United Kingdom,2026-04-16
535082,22632,HAND WARMER RED RETROSPOT,12,2.1,16988.0,United Kingdom,2026-04-16
535082,85066,CREAM SWEETHEART MINI CHEST,2,12.75,16988.0,United Kingdom,2026-04-16
535084,22244,3 HOOK HANGER MAGIC GARDEN,1,1.95,14796.0,United Kingdom,2026-04-16
535084,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2.1,14796.0,United Kingdom,2026-04-16
535083,22839,"CAKE TIN, 3 TIER MINT/IVORY",3,14.95,14961.0,United Kingdom,2026-04-16
535083,22841,"CAKE TIN, ROUND, VINTAGE MINT,IVORY",2,7.95,14961.0,United Kingdom,2026-04-16
535083,22838,"CAKE TIN, 3 TIER RED/IVORY",3,14.95,14961.0,United Kingdom,2026-04-16
535084,84406B,CREAM CUPID HEARTS COAT HANGER,2,3.25,14796.0,United Kingdom,2026-04-16
535084,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,4.65,14796.0,United Kingdom,2026-04-16
535084,35933,PINK STOCKING CHRISTMAS DECORATION,12,0.38,14796.0,United Kingdom,2026-04-16
535084,21181,PLEASE ONE PERSON METAL SIGN,6,2.1,14796.0,United Kingdom,2026-04-16
535084,21174,POTTERING IN THE SHED METAL SIGN,2,1.95,14796.0,United Kingdom,2026-04-16
535084,21874,GIN AND TONIC MUG,2,1.25,14796.0,United Kingdom,2026-04-16
535083,22840,"CAKE TIN, ROUND, VINTAGE RED,CREAM",2,7.95,14961.0,United Kingdom,2026-04-16
535084,21870,I CAN ONLY PLEASE ONE PERSON MUG,4,1.25,14796.0,United Kingdom,2026-04-16
535084,47559B,TEA TIME OVEN GLOVE,3,1.25,14796.0,United Kingdom,2026-04-16
535084,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,2.95,14796.0,United Kingdom,2026-04-16
535084,22659,LUNCH BOX I LOVE LONDON,2,1.95,14796.0,United Kingdom,2026-04-16
535084,22222,CAKE PLATE LOVEBIRD WHITE,1,4.95,14796.0,United Kingdom,2026-04-16
535084,22223,CAKE PLATE LOVEBIRD PINK,1,4.95,14796.0,United Kingdom,2026-04-16
535084,22752,SET 7 BABUSHKA NESTING BOXES,1,8.5,14796.0,United Kingdom,2026-04-16
535084,21169,YOU'RE CONFUSING ME METAL SIGN ,1,1.69,14796.0,United Kingdom,2026-04-16
535084,21231,SWEETHEART CERAMIC TRINKET BOX,12,1.25,14796.0,United Kingdom,2026-04-16
535084,22630,DOLLY GIRL LUNCH BOX,2,1.95,14796.0,United Kingdom,2026-04-16
535084,37446,MINI CAKE STAND WITH HANGING CAKES,7,1.45,14796.0,United Kingdom,2026-04-16
535084,22055,MINI CAKE STAND  HANGING STRAWBERY,2,1.65,14796.0,United Kingdom,2026-04-16
