Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
526484,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,6,1.65,17710.0,United Kingdom,2026-03-09
526484,22310,IVORY KNITTED MUG COSY ,6,1.65,17710.0,United Kingdom,2026-03-09
526484,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,1.25,17710.0,United Kingdom,2026-03-09
526484,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,2,16.95,17710.0,United Kingdom,2026-03-09
526484,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,1.25,17710.0,United Kingdom,2026-03-09
526484,35651,VINTAGE BEAD PINK SCARF ,2,7.95,17710.0,United Kingdom,2026-03-09
526484,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,1.25,17710.0,United Kingdom,2026-03-09
526484,22624,IVORY KITCHEN SCALES,2,8.5,17710.0,United Kingdom,2026-03-09
526484,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,36,0.29,17710.0,United Kingdom,2026-03-09
526484,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,0.85,17710.0,United Kingdom,2026-03-09
526484,21351,CINAMMON & ORANGE WREATH,2,6.75,17710.0,United Kingdom,2026-03-09
526484,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2.55,17710.0,United Kingdom,2026-03-09
526484,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,0.38,17710.0,United Kingdom,2026-03-09
526484,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,2.95,17710.0,United Kingdom,2026-03-09
526484,20761,BLUE PAISLEY SKETCHBOOK,4,3.75,17710.0,United Kingdom,2026-03-09
526484,21259,VICTORIAN SEWING BOX SMALL ,2,5.95,17710.0,United Kingdom,2026-03-09
526484,20685,DOORMAT RED RETROSPOT,2,7.95,17710.0,United Kingdom,2026-03-09
526484,35833G,4 GOLD FLOCK CHRISTMAS BALLS,12,1.25,17710.0,United Kingdom,2026-03-09
526484,85044,RED REINDEER STRING OF 20 LIGHTS,4,4.95,17710.0,United Kingdom,2026-03-09
526484,85032D,YULETIDE IMAGES GIFT WRAP SET,6,2.1,17710.0,United Kingdom,2026-03-09
526485,16033,MINI HIGHLIGHTER PENS,120,0.12,12649.0,Germany,2026-03-09
526485,21721,CANDY SHOP  STICKER SHEET,12,0.85,12649.0,Germany,2026-03-09
526485,21725,SWEETIES  STICKERS,12,0.85,12649.0,Germany,2026-03-09
526485,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,12649.0,Germany,2026-03-09
526485,47599A,PINK PARTY BAGS,6,2.1,12649.0,Germany,2026-03-09
526485,POST,POSTAGE,1,18.0,12649.0,Germany,2026-03-09
526485,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2.95,12649.0,Germany,2026-03-09
526485,21541,DINOSAURS WATER TRANSFER TATTOOS ,12,0.85,12649.0,Germany,2026-03-09
526485,84826,ASSTD DESIGN 3D PAPER STICKERS,60,0.85,12649.0,Germany,2026-03-09
526485,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,0.29,12649.0,Germany,2026-03-09
526485,21680,WOODLAND  STICKERS,24,0.85,12649.0,Germany,2026-03-09
526485,22436,12 COLOURED PARTY BALLOONS,20,0.65,12649.0,Germany,2026-03-09
526485,16259,PIECE OF CAMO STATIONERY SET,108,0.21,12649.0,Germany,2026-03-09
526485,47599B,BLUE PARTY BAGS ,6,2.1,12649.0,Germany,2026-03-09
526485,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,12649.0,Germany,2026-03-09
526485,22331,WOODLAND PARTY BAG + STICKER SET,16,1.65,12649.0,Germany,2026-03-09
526485,22346,PARTY PIZZA DISH GREEN RETROSPOT,12,0.85,12649.0,Germany,2026-03-09
526485,22345,PARTY PIZZA DISH BLUE RETROSPOT,12,0.85,12649.0,Germany,2026-03-09
526485,22344,PARTY PIZZA DISH PINK RETROSPOT,12,0.85,12649.0,Germany,2026-03-09
526485,22343,PARTY PIZZA DISH RED RETROSPOT,24,0.85,12649.0,Germany,2026-03-09
526485,22094,RED POLKA DOT TISSUE BOX,12,1.25,12649.0,Germany,2026-03-09
526485,22437,SET OF 9 BLACK SKULL BALLOONS,20,0.85,12649.0,Germany,2026-03-09
526486,22423,REGENCY CAKESTAND 3 TIER,16,10.95,14199.0,United Kingdom,2026-03-09
526486,22697,GREEN REGENCY TEACUP AND SAUCER,24,2.55,14199.0,United Kingdom,2026-03-09
526486,22698,PINK REGENCY TEACUP AND SAUCER,24,2.55,14199.0,United Kingdom,2026-03-09
526486,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2.55,14199.0,United Kingdom,2026-03-09
526486,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,24,1.65,14199.0,United Kingdom,2026-03-09
526486,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2.95,14199.0,United Kingdom,2026-03-09
526486,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,6.95,14199.0,United Kingdom,2026-03-09
526486,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,0.85,14199.0,United Kingdom,2026-03-09
526486,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,0.85,14199.0,United Kingdom,2026-03-09
526486,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,25,2.55,14199.0,United Kingdom,2026-03-09
526487,51008,AFGHAN SLIPPER SOCK PAIR,200,2.95,14135.0,United Kingdom,2026-03-09
526487,79067,CORONA MEXICAN TRAY,50,2.95,14135.0,United Kingdom,2026-03-09
526487,21207,SKULL AND CROSSBONES  GARLAND ,48,1.45,14135.0,United Kingdom,2026-03-09
526487,21544,SKULLS  WATER TRANSFER TATTOOS ,12,0.85,14135.0,United Kingdom,2026-03-09
526488,85014B,RED RETROSPOT UMBRELLA,3,5.95,13912.0,United Kingdom,2026-03-09
526488,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,5.95,13912.0,United Kingdom,2026-03-09
526488,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,6,2.55,13912.0,United Kingdom,2026-03-09
