Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
C519872,22427,ENAMEL FLOWER JUG CREAM,-1,5.95,13037.0,United Kingdom,2026-01-25
C519873,84682,CLASSICAL ROSE DISH,-3,2.95,13037.0,United Kingdom,2026-01-25
C519873,21558,SKULL LUNCH BOX WITH CUTLERY ,-1,2.55,13037.0,United Kingdom,2026-01-25
C519873,84913B,MINT GREEN ROSE TOWEL,-1,4.65,13037.0,United Kingdom,2026-01-25
C519874,85132A,CHARLIE + LOLA BISCUITS TINS,-1,9.95,15240.0,United Kingdom,2026-01-25
C519874,22358,KINGS CHOICE TEA CADDY ,-1,2.95,15240.0,United Kingdom,2026-01-25
C519874,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,1.65,15240.0,United Kingdom,2026-01-25
C519874,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,-1,2.1,15240.0,United Kingdom,2026-01-25
C519874,21868,POTTING SHED TEA MUG,-1,1.25,15240.0,United Kingdom,2026-01-25
519875,17091B,JASMINE TEA INCENSE IN TIN,6,1.25,17243.0,United Kingdom,2026-01-25
519875,22465,HANGING METAL STAR LANTERN,18,1.65,17243.0,United Kingdom,2026-01-25
519875,17091A,LAVENDER INCENSE IN TIN,6,1.25,17243.0,United Kingdom,2026-01-25
519875,35001W,HAND OPEN SHAPE DECO.WHITE,2,3.49,17243.0,United Kingdom,2026-01-25
519875,22423,REGENCY CAKESTAND 3 TIER,2,12.75,17243.0,United Kingdom,2026-01-25
519875,37509,NEW ENGLAND MUG W GIFT BOX,4,2.55,17243.0,United Kingdom,2026-01-25
519875,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2.95,17243.0,United Kingdom,2026-01-25
519875,22119,PEACE WOODEN BLOCK LETTERS,2,6.95,17243.0,United Kingdom,2026-01-25
519876,90167,BEADED LOVE HEART JEWELLERY SET,12,0.85,13004.0,United Kingdom,2026-01-25
519876,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,0.85,13004.0,United Kingdom,2026-01-25
519876,48187,DOORMAT NEW ENGLAND,2,7.49,13004.0,United Kingdom,2026-01-25
519876,20724,RED SPOTTY CHARLOTTE BAG,10,0.85,13004.0,United Kingdom,2026-01-25
519876,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,0.65,13004.0,United Kingdom,2026-01-25
519876,21385,IVORY HANGING DECORATION  HEART,24,0.85,13004.0,United Kingdom,2026-01-25
519876,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,0.85,13004.0,United Kingdom,2026-01-25
519876,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,0.42,13004.0,United Kingdom,2026-01-25
519876,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,13004.0,United Kingdom,2026-01-25
519876,21671,RED SPOT CERAMIC DRAWER KNOB,12,1.25,13004.0,United Kingdom,2026-01-25
519876,21232,STRAWBERRY CERAMIC TRINKET BOX,12,1.25,13004.0,United Kingdom,2026-01-25
519876,82599,FANNY'S REST STOPMETAL SIGN,12,2.1,13004.0,United Kingdom,2026-01-25
519876,84880,WHITE WIRE EGG HOLDER,12,4.95,13004.0,United Kingdom,2026-01-25
519876,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,13004.0,United Kingdom,2026-01-25
519876,21429,RED GINGHAM ROSE JEWELLERY BOX,8,1.65,13004.0,United Kingdom,2026-01-25
519876,20727,LUNCH BAG  BLACK SKULL.,10,1.65,13004.0,United Kingdom,2026-01-25
519876,22367,CHILDRENS APRON SPACEBOY DESIGN,8,1.95,13004.0,United Kingdom,2026-01-25
519876,85217,ASSORTED ICE CREAM FRIDGE MAGNETS,12,0.65,13004.0,United Kingdom,2026-01-25
519876,22694,WICKER STAR ,6,2.1,13004.0,United Kingdom,2026-01-25
519877,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2.95,14016.0,EIRE,2026-01-25
519877,72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,8,1.95,14016.0,EIRE,2026-01-25
519877,84306,S/3 PINK SQUARE PLANTERS ROSES,3,10.95,14016.0,EIRE,2026-01-25
519877,22501,PICNIC BASKET WICKER LARGE,2,9.95,14016.0,EIRE,2026-01-25
519877,22562,MONSTERS STENCIL CRAFT,12,1.25,14016.0,EIRE,2026-01-25
519877,21680,WOODLAND  STICKERS,12,0.85,14016.0,EIRE,2026-01-25
519877,22563,HAPPY STENCIL CRAFT,12,1.25,14016.0,EIRE,2026-01-25
519877,22564,ALPHABET STENCIL CRAFT,12,1.25,14016.0,EIRE,2026-01-25
519877,22668,PINK BABY BUNTING,5,2.95,14016.0,EIRE,2026-01-25
519877,21679,SKULLS  STICKERS,12,0.85,14016.0,EIRE,2026-01-25
519877,22588,CARD HOLDER GINGHAM HEART,6,2.55,14016.0,EIRE,2026-01-25
519877,22422,TOOTHPASTE TUBE PEN,12,0.65,14016.0,EIRE,2026-01-25
519877,22653,BUTTON BOX ,10,1.95,14016.0,EIRE,2026-01-25
519877,22654,DELUXE SEWING KIT ,3,5.95,14016.0,EIRE,2026-01-25
519877,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,14016.0,EIRE,2026-01-25
519877,22698,PINK REGENCY TEACUP AND SAUCER,6,2.95,14016.0,EIRE,2026-01-25
519877,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2.95,14016.0,EIRE,2026-01-25
519877,22669,RED BABY BUNTING ,5,2.95,14016.0,EIRE,2026-01-25
519877,22757,LARGE RED BABUSHKA NOTEBOOK ,12,1.25,14016.0,EIRE,2026-01-25
519877,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,14016.0,EIRE,2026-01-25
519877,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,1.25,14016.0,EIRE,2026-01-25
519877,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,12,0.85,14016.0,EIRE,2026-01-25
519877,22754,SMALL RED BABUSHKA NOTEBOOK ,12,0.85,14016.0,EIRE,2026-01-25
519877,22652,TRAVEL SEWING KIT,10,1.65,14016.0,EIRE,2026-01-25
519877,51014C,"FEATHER PEN,COAL BLACK",12,0.85,14016.0,EIRE,2026-01-25
519877,51014L,"FEATHER PEN,LIGHT PINK",12,0.85,14016.0,EIRE,2026-01-25
519877,11001,ASSTD DESIGN RACING CAR PEN,16,1.69,14016.0,EIRE,2026-01-25
