Invoice,StockCode,Description,Quantity,Price,Customer ID,Country,InvoiceDate
526927,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,1.25,14060.0,United Kingdom,2026-03-11
526927,21790,VINTAGE SNAP CARDS,24,0.85,14060.0,United Kingdom,2026-03-11
526927,21754,HOME BUILDING BLOCK WORD,18,5.45,14060.0,United Kingdom,2026-03-11
526927,22560,TRADITIONAL MODELLING CLAY,24,1.25,14060.0,United Kingdom,2026-03-11
526927,40016,CHINESE DRAGON PAPER LANTERNS,144,0.42,14060.0,United Kingdom,2026-03-11
526928,35004C,SET OF 3 COLOURED  FLYING DUCKS,60,4.65,14866.0,United Kingdom,2026-03-11
526928,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2.55,14866.0,United Kingdom,2026-03-11
526928,22358,KINGS CHOICE TEA CADDY ,96,2.55,14866.0,United Kingdom,2026-03-11
526928,21790,VINTAGE SNAP CARDS,72,0.72,14866.0,United Kingdom,2026-03-11
526928,21705,BAG 500g SWIRLY MARBLES,96,1.45,14866.0,United Kingdom,2026-03-11
C526929,84946,ANTIQUE SILVER TEA GLASS ETCHED,-1,1.25,13093.0,United Kingdom,2026-03-11
526930,84879,ASSORTED COLOUR BIRD ORNAMENT,160,1.45,17409.0,United Kingdom,2026-03-11
526930,21136,PAINTED METAL PEARS ASSORTED,176,1.45,17409.0,United Kingdom,2026-03-11
526930,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,17409.0,United Kingdom,2026-03-11
526930,21733,RED HANGING HEART T-LIGHT HOLDER,32,2.55,17409.0,United Kingdom,2026-03-11
526930,22804,CANDLEHOLDER PINK HANGING HEART,32,2.55,17409.0,United Kingdom,2026-03-11
526930,22178,VICTORIAN GLASS HANGING T-LIGHT,96,1.06,17409.0,United Kingdom,2026-03-11
526930,84378,SET OF 3 HEART COOKIE CUTTERS,24,1.25,17409.0,United Kingdom,2026-03-11
526930,85014A,BLACK/BLUE POLKADOT UMBRELLA,6,5.95,17409.0,United Kingdom,2026-03-11
526930,22637,PIGGY BANK RETROSPOT ,12,2.55,17409.0,United Kingdom,2026-03-11
526930,15060B,FAIRY CAKE DESIGN UMBRELLA,12,3.75,17409.0,United Kingdom,2026-03-11
526930,85014B,RED RETROSPOT UMBRELLA,6,5.95,17409.0,United Kingdom,2026-03-11
526930,21484,CHICK GREY HOT WATER BOTTLE,8,3.45,17409.0,United Kingdom,2026-03-11
526930,21485,RETROSPOT HEART HOT WATER BOTTLE,6,4.95,17409.0,United Kingdom,2026-03-11
526930,22113,GREY HEART HOT WATER BOTTLE,8,3.75,17409.0,United Kingdom,2026-03-11
526930,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,1.25,17409.0,United Kingdom,2026-03-11
C526931,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,4.95,14930.0,Channel Islands,2026-03-11
526932,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,5.49,,United Kingdom,2026-03-11
526932,21115,ROSE CARAVAN DOORSTOP,1,14.43,,United Kingdom,2026-03-11
526932,21258,VICTORIAN SEWING BOX LARGE,1,25.49,,United Kingdom,2026-03-11
526932,21358,TOAST ITS - HAPPY BIRTHDAY,1,2.51,,United Kingdom,2026-03-11
526932,21993,FLORAL FOLK STATIONERY SET,1,5.91,,United Kingdom,2026-03-11
526932,21531,RED RETROSPOT SUGAR JAM BOWL,2,5.06,,United Kingdom,2026-03-11
526932,21533,RETROSPOT LARGE MILK JUG,1,10.17,,United Kingdom,2026-03-11
526932,21535,RED RETROSPOT SMALL MILK JUG,2,5.06,,United Kingdom,2026-03-11
526932,21803,CHRISTMAS TREE STAR DECORATION,6,0.85,,United Kingdom,2026-03-11
526932,21541,DINOSAURS WATER TRANSFER TATTOOS ,1,1.66,,United Kingdom,2026-03-11
526932,21802,CHRISTMAS TREE HEART DECORATION,6,0.85,,United Kingdom,2026-03-11
526932,21843,RED RETROSPOT CAKE STAND,2,21.23,,United Kingdom,2026-03-11
526932,21871,SAVE THE PLANET MUG,1,3.36,,United Kingdom,2026-03-11
526932,21947,SET OF 6 HEART CHOPSTICKS,1,2.51,,United Kingdom,2026-03-11
526932,21948,SET OF 6 CAKE CHOPSTICKS,1,2.51,,United Kingdom,2026-03-11
526932,18098c,PORCELAIN BUTTERFLY OIL BURNER,1,5.06,,United Kingdom,2026-03-11
526932,21539,RED RETROSPOT BUTTER DISH,1,10.17,,United Kingdom,2026-03-11
526932,DOT,DOTCOM POSTAGE,1,93.79,,United Kingdom,2026-03-11
526932,35400,WOODEN BOX ADVENT CALENDAR ,1,16.98,,United Kingdom,2026-03-11
526932,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,2.51,,United Kingdom,2026-03-11
